,Column1,Column2,Column3,Column4
111,10098,5.2039599999999995,4.12217,4.76347
112,10099,6.41677,2.9790400000000004,6.28719
113,101,4.87058,3.3895699999999995,4.5864400000000005
114,1010,10.011289999999999,7.44177,10.007439999999999
115,10100,4.88733,3.43145,4.85524
116,10101,10.00194,8.81666,10.00194
117,10102,6.12749,3.8637,6.12749
118,10103,9.02955,4.049119999999999,9.02955
119,10104,5.48546,2.89267,5.48234
120,10105,5.16721,3.59553,4.92791
121,10106,6.631819999999999,4.05315,6.17457
122,10107,8.69385,3.32343,8.65174
123,10108,7.59819,6.10642,7.56015
124,10109,11.25987,4.24896,11.146410000000001
125,1011,10.52765,10.30884,10.52765
126,10110,9.895480000000001,5.07402,9.1103
127,10111,4.59513,2.5079700000000003,3.9443900000000003
128,10112,7.59438,6.34185,7.59438
129,10113,4.3739,3.5374,4.212
130,10114,7.654960000000001,6.96051,7.654960000000001
131,10115,6.19302,3.5695099999999997,6.19302
132,10116,7.609539999999999,5.83259,7.609539999999999
133,10117,5.25328,3.97401,5.0033900000000004
134,10118,6.54694,4.99064,6.54694
135,10119,9.577639999999999,7.65947,9.577639999999999
136,1012,5.18939,4.15803,5.15842
137,10120,4.99394,2.9190400000000003,4.99394
138,10121,7.03368,6.0319,6.981269999999999
139,10122,6.14608,3.98085,6.14608
140,10123,5.633830000000001,4.90174,5.53175
141,10124,5.82452,4.12772,5.82452
142,10125,9.78838,7.40535,9.78838
143,10126,8.15333,3.99389,8.1136
144,10127,7.6040600000000005,5.9670000000000005,7.6040600000000005
145,10128,6.96915,4.19943,6.39874
146,10129,6.65751,4.27355,6.65751
147,1013,6.96325,4.86016,6.96325
148,10130,7.1251,6.1157,7.1251
149,10131,5.11613,3.4130800000000003,5.00253
150,10132,5.09889,3.6338199999999996,4.79185
151,10133,10.24583,8.429689999999999,10.24583
152,10134,7.8983,6.673989999999999,7.8983
153,10135,6.65315,4.99001,6.65315
154,10136,5.9433,5.13205,5.9433
155,10137,6.5464199999999995,5.52618,6.3433
156,10138,6.98325,4.46165,6.98325
157,10139,7.18875,5.714180000000001,7.18875
158,1014,5.156000000000001,3.8695,4.97726
159,10140,4.36937,3.05818,4.2743400000000005
160,10141,5.2007900000000005,3.3115900000000003,4.4362699999999995
161,10142,10.44551,4.78046,10.44551
162,10143,6.0445199999999994,4.772069999999999,6.00612
163,10144,7.55439,6.89151,7.55439
164,10145,7.208819999999999,4.75319,7.208819999999999
165,10146,4.3918800000000005,2.9419,4.33929
166,10147,5.16675,3.24516,5.16675
167,10148,5.10385,3.4966699999999995,4.950019999999999
168,10149,6.8944600000000005,6.33085,6.8944600000000005
169,1015,5.96957,4.2271,5.96957
170,10150,7.51978,5.90678,7.51978
171,10151,7.243689999999999,5.20615,7.243689999999999
172,10152,4.48741,3.5912699999999997,4.48741
173,10153,6.5501,6.18029,6.53362
174,10154,3.6497300000000004,2.7145900000000003,3.6497300000000004
175,10155,5.811030000000001,3.06587,5.811030000000001
176,10156,8.37902,6.630039999999999,8.2966
177,10157,5.626519999999999,3.92624,5.5925199999999995
178,10158,9.374939999999999,7.5739399999999995,9.35516
179,10159,7.548780000000001,5.7504,6.601189999999999
180,1016,9.17109,7.1343,9.17109
181,10160,5.22467,3.44956,5.22467
182,10161,6.00893,5.06775,6.00893
183,10162,10.44996,9.60113,10.44996
184,10163,6.73378,5.2851099999999995,6.710030000000001
185,10164,11.57656,8.97423,11.57291
186,10165,4.35275,2.84289,3.79806
187,10166,6.6353,4.97944,6.6353
188,10167,10.557260000000001,8.4433,10.54594
189,10168,5.04603,2.64383,5.04603
190,10169,10.03139,8.97678,10.03139
191,1017,8.38604,5.44194,8.32547
192,10170,7.42657,6.61205,7.37936
193,10171,4.80675,2.43365,4.80675
194,10172,7.001010000000001,5.1886,7.001010000000001
195,10173,6.15445,2.31807,6.04017
196,10174,6.23854,3.5649,6.23854
197,10175,4.69654,3.25877,4.69654
198,10176,5.909330000000001,4.03469,5.87202
199,10177,7.556889999999999,7.292260000000001,7.556889999999999
200,10178,5.4825099999999996,4.66097,5.4825099999999996
201,10179,6.46225,5.144909999999999,6.338430000000001
202,1018,5.01751,3.5773599999999997,5.01751
203,10180,5.48335,3.74778,5.48318
204,10181,5.19348,3.11022,5.10315
205,10182,5.73493,4.59058,5.73493
206,10183,8.93143,6.30354,8.00718
207,10184,4.87291,2.80349,4.8528400000000005
208,10185,6.37785,4.77421,5.87148
209,10186,6.92754,4.52046,6.866689999999999
210,10187,6.15644,5.28758,6.07304
211,10188,6.44664,4.89538,6.43277
212,10189,9.1051,6.59127,9.1051
213,1019,5.70204,3.64304,5.70204
214,10190,9.08755,6.77901,9.06402
215,10191,4.98082,2.84369,4.93289
216,10192,8.14017,5.94539,8.14017
217,10193,7.10686,4.6965699999999995,7.10686
218,10194,8.9272,6.41753,8.27187
219,10195,6.62633,4.95338,6.49558
220,10196,10.17473,9.07255,10.17473
221,10197,8.82885,6.70177,8.785110000000001
222,10198,5.80998,4.0251,5.2192300000000005
223,10199,7.76519,4.9938400000000005,7.76519
224,102,10.60148,7.07905,10.60148
225,1020,4.92055,3.93689,4.84247
226,10200,6.927239999999999,3.8836699999999995,6.749339999999999
227,10201,5.95976,5.29159,5.95976
228,10202,13.093210000000001,12.61577,13.09319
229,10203,5.03965,3.06583,5.01804
230,10204,8.6572,6.14159,8.6572
231,10205,4.323519999999999,2.9496599999999997,4.05812
232,10206,6.19372,5.118469999999999,6.18624
233,10207,6.82332,5.4747900000000005,6.6527899999999995
234,10208,5.40329,3.20265,5.40329
235,10209,7.88736,6.11992,7.8433
236,1021,7.823580000000001,4.73077,7.823580000000001
237,10210,5.96018,2.78325,5.9261099999999995
238,10211,7.61256,6.61607,7.61256
239,10212,7.19042,5.46359,6.36815
240,10213,6.2683,4.144909999999999,6.2683
241,10214,7.94579,4.49949,7.788139999999999
242,10215,7.8634699999999995,5.95009,7.75558
243,10216,9.63364,7.32856,9.63364
244,10217,8.32088,5.6058900000000005,7.4782
245,10218,6.36068,3.87701,6.36068
246,10219,7.40268,6.00317,7.29695
247,1022,14.94687,14.5756,14.94687
248,10220,6.8853,4.94477,6.8853
249,10221,5.86313,4.04891,5.82
250,10222,9.30952,6.156630000000001,8.6674
251,10223,5.82925,3.19109,5.75889
252,10224,15.184779999999998,9.23353,14.87199
253,10225,6.47061,3.08786,6.2876
254,10226,12.49452,10.74746,12.49231
255,10227,10.5012,10.10759,10.43125
256,10228,7.708710000000001,6.34473,7.435689999999999
257,10229,4.87202,3.4621800000000005,4.78394
258,1023,6.727010000000001,3.5323,6.727010000000001
259,10230,7.24825,5.88543,7.2205699999999995
260,10231,9.94082,8.20738,9.94082
261,10232,9.015889999999999,4.36533,9.00427
262,10233,6.85595,4.7712900000000005,6.50225
263,10234,5.07829,4.03501,5.07597
264,10235,7.59064,5.2308,7.58829
265,10236,4.9955099999999995,4.12122,4.806430000000001
266,10237,8.23177,6.00889,8.09432
267,10238,6.9225699999999994,4.50916,6.47307
268,10239,7.5035,4.98625,7.403160000000001
269,1024,5.479480000000001,4.14993,5.42539
270,10240,6.50243,4.7720199999999995,6.49271
271,10241,7.093539999999999,6.02984,7.093539999999999
272,10242,6.77004,5.5375,6.77004
273,10243,5.03725,3.4249699999999996,4.664680000000001
274,10244,6.26617,4.11815,5.56781
275,10245,4.2275,3.40721,4.22422
276,10246,6.64279,5.2676300000000005,6.60116
277,10247,5.27706,4.2034199999999995,5.27706
278,10248,5.76516,4.3040400000000005,5.76516
279,10249,4.89786,3.97433,4.89786
280,1025,8.85937,4.02019,8.85937
281,10250,4.90816,3.5330199999999996,4.90816
282,10251,4.43792,3.9249300000000003,4.43792
283,10252,4.47538,2.57876,4.4090300000000004
284,10253,4.758290000000001,2.92666,4.758290000000001
285,10254,4.4149400000000005,3.4809,4.20222
286,10255,7.14012,5.7504599999999995,7.14012
287,10256,5.4848,4.4123,5.48226
288,10257,7.98957,6.54125,7.98957
289,10258,6.51776,4.72424,6.51776
290,10259,7.00749,4.69919,6.3951
291,1026,5.99964,4.57517,5.99964
292,10260,9.740169999999999,7.8945300000000005,9.740169999999999
293,10261,7.01404,5.04138,6.94413
294,10262,7.9683399999999995,3.66645,7.9683399999999995
295,10263,5.12016,3.6848300000000003,5.00781
296,10264,5.82573,4.61511,5.7128
297,10265,4.56086,3.24484,4.473330000000001
298,10266,8.1442,7.17023,8.142000000000001
299,10267,6.3765,4.369330000000001,6.3765
300,10268,7.470110000000001,5.40616,7.470110000000001
301,10269,7.5,6.53987,7.4451600000000004
302,1027,7.8934,5.13818,7.8934
303,10270,6.98383,4.24843,6.98383
304,10271,5.59101,4.50943,5.57268
305,10272,7.39467,5.52226,7.35237
306,10273,4.68105,2.68073,4.68105
307,10274,7.121639999999999,4.93642,6.47295
308,10275,9.17184,7.55762,9.17184
309,10276,4.782780000000001,4.4269,4.703069999999999
310,10277,5.112019999999999,3.92696,4.4957199999999995
311,10278,5.556369999999999,3.03245,5.556369999999999
312,10279,5.94994,4.90685,5.85593
313,1028,6.116280000000001,4.54151,5.65308
314,10280,3.9919,2.84475,3.86087
315,10281,7.0246699999999995,4.83169,7.0246699999999995
316,10282,6.41697,4.80359,6.3997
317,10283,7.277,5.04639,7.277
318,10284,6.837789999999999,5.16162,6.722180000000001
319,10285,4.84531,3.22286,4.61566
320,10286,6.93075,6.20413,6.77795
321,10287,6.8297,5.56193,6.8297
322,10288,8.91421,6.5643,7.8249
323,10289,9.81804,5.19948,9.64477
324,1029,9.55872,4.94601,9.553889999999999
325,10290,6.06452,4.2779,5.96937
326,10291,7.919,6.993460000000001,7.919
327,10292,9.85629,7.480989999999999,9.85629
328,10293,5.64564,3.53608,5.64564
329,10294,8.3331,7.6375399999999996,8.29337
330,10295,7.02688,6.46267,7.02688
331,10296,3.7402699999999998,2.3540799999999997,3.69915
332,10297,6.85602,4.92293,6.730639999999999
333,10298,7.58206,5.31921,7.57235
334,10299,6.7356,4.37596,6.7356
335,103,4.61345,3.29161,4.61345
336,1030,8.93211,5.48003,8.553469999999999
337,10300,11.727839999999999,8.50362,11.727839999999999
338,10301,6.59727,6.007969999999999,6.57662
339,10302,6.95832,5.19015,6.951960000000001
340,10303,4.85744,2.35784,4.85744
341,10304,12.032680000000001,10.51483,12.032680000000001
342,10305,5.99796,3.25347,5.9976199999999995
343,10306,5.9934,4.09173,5.97163
344,10307,5.94908,3.72128,5.88924
345,10308,7.0984,6.33897,7.0051
346,10309,5.68585,3.8011800000000004,5.66633
347,1031,8.89235,6.93566,8.89235
348,10310,6.07675,4.37552,6.07675
349,10311,6.49749,3.21422,6.3510800000000005
350,10312,6.594469999999999,4.96242,6.510619999999999
351,10313,5.82894,4.69581,5.80406
352,10314,6.9613,4.72853,6.9613
353,10315,8.81655,5.937180000000001,7.60272
354,10316,6.27067,4.74065,6.094930000000001
355,10317,8.10636,5.03972,8.10636
356,10318,7.00386,4.87628,7.00386
357,10319,6.7419899999999995,4.47876,6.7419899999999995
358,1032,6.808680000000001,5.68398,6.808680000000001
359,10320,6.858960000000001,4.4483,6.858960000000001
360,10321,6.7999600000000004,5.40699,6.7999600000000004
361,10322,9.005289999999999,6.28534,9.005289999999999
362,10323,5.35428,4.21278,5.091019999999999
363,10324,10.11001,8.19634,9.88325
364,10325,4.6507,3.79224,4.6507
365,10326,8.574160000000001,5.91824,8.574160000000001
366,10327,6.07448,4.25858,6.04638
367,10328,8.39825,6.3442099999999995,8.39825
368,10329,8.52402,7.143489999999999,7.97895
369,1033,5.53065,4.43161,5.52093
370,10330,9.35223,6.51829,9.29993
371,10331,7.333060000000001,6.9496,7.333060000000001
372,10332,5.5957,4.35827,5.59146
373,10333,8.169189999999999,6.24059,8.169189999999999
374,10334,5.05995,4.53688,5.05529
375,10335,6.82056,5.23632,6.005330000000001
376,10336,7.53304,6.92104,7.53304
377,10337,5.22476,3.54136,5.20265
378,10338,8.75417,7.8482199999999995,8.74334
379,10339,9.129,6.0353,8.69984
380,1034,4.67082,3.1771599999999998,4.42799
381,10340,5.48979,3.12175,5.48979
382,10341,7.934069999999999,6.30894,7.934069999999999
383,10342,8.86052,5.57621,8.86052
384,10343,6.23811,4.55282,6.23811
385,10344,8.09845,7.513999999999999,8.09845
386,10345,8.14044,6.7297899999999995,7.722230000000001
387,10346,9.6024,7.49545,9.6024
388,10347,4.79734,3.67628,4.63278
389,10348,7.074380000000001,5.53386,6.92548
390,10349,9.01522,6.51829,8.547080000000001
391,1035,5.7582,4.290780000000001,5.7582
392,10350,7.04588,5.37021,7.04588
393,10351,6.30924,3.8064199999999997,5.7582699999999996
394,10352,5.67871,5.09092,5.67871
395,10353,6.8612899999999994,6.22425,6.8612899999999994
396,10354,7.60871,6.57567,7.55784
397,10355,6.39994,4.24525,6.38623
398,10356,12.11662,8.325439999999999,12.11662
399,10357,7.151730000000001,4.9649,7.151730000000001
400,10358,4.84342,3.1226599999999998,4.80451
401,10359,4.48897,3.06275,4.47221
402,1036,5.6933300000000004,4.659619999999999,5.6933300000000004
403,10360,6.0989,4.71632,6.0989
404,10361,4.62292,2.99178,4.62292
405,10362,6.36343,3.73149,6.32483
406,10363,5.53512,4.23819,5.53512
407,10364,7.67765,6.410159999999999,7.6649199999999995
408,10365,6.36068,5.38349,6.324330000000001
409,10366,8.69984,7.31415,8.55759
410,10367,6.7602199999999995,5.08525,6.69597
411,10368,7.447539999999999,6.49066,7.439
412,10369,7.4405,3.8247,7.4405
413,1037,7.088419999999999,4.9068,6.85619
414,10370,7.06929,6.45657,7.0477
415,10371,8.29463,5.87176,8.28903
416,10372,7.08585,4.61563,6.9330300000000005
417,10373,6.30656,4.0298099999999994,6.30656
418,10374,10.532010000000001,9.08312,10.532010000000001
419,10375,9.67832,4.790830000000001,9.472430000000001
420,10376,6.34506,5.19475,6.3053300000000005
421,10377,6.600210000000001,2.77806,6.600210000000001
422,10378,7.83005,4.56224,6.41239
423,10379,5.36301,3.9069300000000005,5.0667599999999995
424,1038,4.67908,3.07689,4.15179
425,10380,9.46975,6.785480000000001,9.46975
426,10381,5.57554,3.78206,5.369759999999999
427,10382,9.97252,4.47834,9.97252
428,10383,5.66173,3.6008400000000003,5.64424
429,10384,5.5019,3.36226,5.5019
430,10385,6.65181,5.541580000000001,6.65181
431,10386,8.61592,6.17048,8.61592
432,10387,8.627369999999999,4.58908,8.627369999999999
433,10388,8.16757,5.03934,8.08719
434,10389,4.27936,1.80895,4.02806
435,1039,9.97812,5.93314,9.93419
436,10390,5.68232,3.62112,5.25138
437,10391,11.16184,9.674669999999999,10.95514
438,10392,7.08909,5.26962,7.08909
439,10393,5.80612,4.54751,5.48963
440,10394,8.7775,7.521380000000001,8.77265
441,10395,6.420730000000001,5.24339,6.40611
442,10396,4.26503,3.10894,4.26503
443,10397,5.90236,4.97115,5.90236
444,10398,6.04713,3.9531199999999997,6.04713
445,10399,6.3972,5.5892599999999995,6.39339
446,104,6.13065,4.7569300000000005,6.07434
447,1040,8.292589999999999,4.8776,8.24409
448,10400,8.91559,7.2259,8.90162
449,10401,3.79586,2.6354599999999997,3.73288
450,10402,7.92634,6.82755,7.91679
451,10403,7.20182,6.00519,7.1334
452,10404,8.263689999999999,6.898,8.019910000000001
453,10405,6.438219999999999,3.37716,6.438219999999999
454,10406,6.79685,5.5804800000000006,6.77873
455,10407,6.27505,4.56653,6.27505
456,10408,7.55518,6.22436,7.250089999999999
457,10409,10.70391,8.17193,10.70391
458,1041,6.5595300000000005,4.36678,6.5595300000000005
459,10410,11.902439999999999,10.61585,11.902439999999999
460,10411,6.3255,4.69649,6.2695
461,10412,10.73705,8.28755,10.55909
462,10413,4.69958,3.47899,4.53863
463,10414,6.627689999999999,4.01964,6.627689999999999
464,10415,13.0474,6.29925,13.0474
465,10416,7.238760000000001,5.99751,7.238760000000001
466,10417,6.71858,4.96206,6.34363
467,10418,5.83097,2.66083,5.83017
468,10419,6.0309800000000005,4.3396099999999995,5.18556
469,1042,9.29352,8.174610000000001,9.29352
470,10420,6.426819999999999,4.206930000000001,6.426819999999999
471,10421,8.8494,6.22843,8.8494
472,10422,4.79995,2.86808,4.77195
473,10423,5.1841800000000005,3.8533,5.14918
474,10424,6.770160000000001,4.25223,6.770160000000001
475,10425,5.088369999999999,3.2888,4.71849
476,10426,4.7834,3.25706,4.7834
477,10427,6.8888300000000005,4.60034,6.85266
478,10428,8.453380000000001,6.39625,8.453380000000001
479,10429,5.42804,4.3337900000000005,5.42804
480,1043,8.082130000000001,5.79624,8.046619999999999
481,10430,8.94995,7.97342,8.94995
482,10431,9.86726,7.85093,9.7951
483,10432,6.7260800000000005,5.52099,6.2874099999999995
484,10433,5.00553,3.46014,4.82479
485,10434,6.10834,4.00536,6.03921
486,10435,5.77716,3.10354,5.74977
487,10436,5.854419999999999,4.2308900000000005,5.85424
488,10437,4.78637,3.02763,4.78637
489,10438,6.31157,4.579969999999999,6.097230000000001
490,10439,10.445689999999999,8.53525,10.445689999999999
491,1044,9.66237,6.9981100000000005,9.56451
492,10440,6.5576,5.09706,6.43518
493,10441,4.29254,3.1282200000000002,4.29254
494,10442,5.65897,4.75965,5.65897
495,10443,8.16879,6.17151,8.16613
496,10444,9.410210000000001,7.24627,9.03548
497,10445,7.3377,5.84785,7.253080000000001
498,10446,4.35231,2.48881,3.9437599999999997
499,10447,7.33415,5.73925,7.33392
500,10448,7.944089999999999,6.37367,7.944089999999999
501,10449,16.33405,10.723519999999999,16.264429999999997
502,1045,4.63312,3.24185,3.4822300000000004
503,10450,4.5859,3.0714099999999998,4.18235
504,10451,6.64035,4.50016,6.620439999999999
505,10452,7.189610000000001,5.0785800000000005,7.01952
506,10453,8.241610000000001,7.942989999999999,8.217789999999999
507,10454,4.5391,2.92175,4.5391
508,10455,7.82765,6.43272,7.82765
509,10456,6.82953,4.922680000000001,6.73848
510,10457,4.35761,2.7581900000000004,3.9311199999999995
511,10458,5.54514,4.96415,5.49485
512,10459,6.99875,5.74263,6.99875
513,1046,5.33785,4.20945,5.33785
514,10460,6.16553,3.9675199999999995,6.15831
515,10461,8.20164,4.415430000000001,8.20164
516,10462,8.36024,6.53841,8.01768
517,10463,7.62161,5.70518,7.62161
518,10464,4.91432,2.51844,4.82019
519,10465,8.35213,6.57004,8.20164
520,10466,8.56558,6.653410000000001,8.56558
521,10467,8.83283,5.7656,8.83283
522,10468,7.9527,7.079789999999999,7.807169999999999
523,10469,6.3121599999999995,3.7082800000000002,6.26275
524,1047,11.85997,10.96981,11.85997
525,10470,12.56553,6.35568,12.19945
526,10471,10.222660000000001,7.02515,9.98224
527,10472,5.47034,3.8505599999999998,5.34009
528,10473,7.08684,5.8310699999999995,6.994330000000001
529,10474,8.09393,6.172680000000001,8.09393
530,10475,7.7274899999999995,3.91834,7.72152
531,10476,6.86925,4.18194,6.7789399999999995
532,10477,9.056519999999999,6.916530000000001,8.62778
533,10478,5.93211,4.35168,5.7685699999999995
534,10479,8.59367,5.9764800000000005,8.59367
535,1048,7.65441,6.74512,7.6536800000000005
536,10480,6.63015,4.195069999999999,6.63015
537,10481,9.29915,7.274360000000001,9.10719
538,10482,6.765910000000001,4.089519999999999,5.657369999999999
539,10483,9.241769999999999,6.88099,9.143460000000001
540,10484,6.99702,5.23741,6.90185
541,10485,7.44411,4.53204,7.322369999999999
542,10486,13.31071,5.70009,11.47585
543,10487,10.9345,8.459769999999999,10.67998
544,10488,7.11302,4.30652,7.11302
545,10489,7.67543,6.05906,7.67356
546,1049,5.35363,3.63959,5.35363
547,10490,9.40585,9.08677,9.39609
548,10491,15.59334,13.00043,15.59334
549,10492,5.1184400000000005,4.60951,5.1184400000000005
550,10493,7.461139999999999,5.93236,7.43553
551,10494,4.58885,3.44314,4.58885
552,10495,8.1896,5.4078,8.1896
553,10496,10.76729,8.90117,10.76729
554,10497,12.00468,11.60593,12.00468
555,10498,7.707839999999999,7.14831,7.537310000000001
556,10499,5.9344,4.54633,5.9344
557,105,5.506130000000001,4.3308800000000005,5.4295800000000005
558,1050,4.06042,2.47753,4.03153
559,10500,5.83911,4.44842,5.5500300000000005
560,10501,9.55829,8.51183,9.55829
561,10502,12.975539999999999,8.036669999999999,12.54543
562,10503,5.875030000000001,4.52879,5.6944099999999995
563,10504,7.35177,6.61683,7.2735199999999995
564,10505,7.45649,2.3853,7.45649
565,10506,8.94893,5.70972,8.94735
566,10507,7.589010000000001,6.847739999999999,7.482880000000001
567,10508,3.75354,2.47948,3.603
568,10509,9.94375,8.23935,9.94375
569,1051,7.96943,7.0711699999999995,7.96943
570,10510,6.03317,4.684019999999999,6.02794
571,10511,13.322479999999999,2.03524,13.322479999999999
572,10512,4.97929,3.3375199999999996,4.97042
573,10513,5.51886,3.9627,5.51886
574,10514,10.56591,6.20815,10.56591
575,10515,8.12722,6.459919999999999,8.102260000000001
576,10516,6.68332,4.778490000000001,6.68332
577,10517,11.2152,5.35272,11.05689
578,10518,4.068980000000001,2.91685,3.9332300000000004
579,10519,7.07988,5.08484,7.07988
580,1052,6.1108199999999995,4.51612,6.1108199999999995
581,10520,9.15315,8.718119999999999,9.15315
582,10521,7.77568,4.78413,7.77568
583,10522,9.04627,5.16161,9.04627
584,10523,5.50748,4.62932,5.46325
585,10524,8.30741,6.9438,8.26712
586,10525,4.32428,2.6882599999999996,4.30633
587,10526,4.214840000000001,3.28747,4.214840000000001
588,10527,7.67179,6.733630000000001,7.474419999999999
589,10528,7.5312399999999995,5.2364,7.52732
590,10529,7.61817,6.1648,7.61817
591,1053,5.67208,3.35621,5.67208
592,10530,5.80077,3.14541,5.58145
593,10531,5.850709999999999,4.30128,5.6944300000000005
594,10532,12.04301,10.73654,12.04214
595,10533,4.42267,3.4690199999999995,4.42267
596,10534,4.1352199999999995,2.39742,3.8826699999999996
597,10535,6.96163,5.52957,6.90523
598,10536,9.03253,4.405819999999999,9.01317
599,10537,5.46277,3.5550699999999997,5.46277
600,10538,5.2908599999999995,2.06942,5.2908599999999995
601,10539,7.1654,5.44937,7.1654
602,1054,8.2456,5.72984,8.2456
603,10540,6.88912,5.13068,6.88912
604,10541,8.19392,3.51781,8.19392
605,10542,3.96575,2.68349,3.86875
606,10543,6.6322399999999995,3.89336,6.28903
607,10544,5.33026,3.52786,5.00544
608,10545,5.38028,4.57817,5.38028
609,10546,6.1513,4.49386,6.0768699999999995
610,10547,8.68772,7.71477,8.68772
611,10548,5.60942,3.23517,5.37619
612,10549,5.56135,4.9644,5.56135
613,1055,5.960369999999999,5.17834,5.871
614,10550,8.27336,5.27646,8.27336
615,10551,9.035960000000001,7.1460300000000005,9.035960000000001
616,10552,8.872630000000001,6.38968,8.872630000000001
617,10553,6.83067,4.3688400000000005,6.83067
618,10554,9.170110000000001,8.874889999999999,9.16365
